part_number,name,description,category,brand,price,in_stock,specifications,image_urls,rating,reviews_count
PS11731570,Admiral Dishwasher Detergent Dispenser,"Admiral Dishwasher Detergent Dispenser. Fixes: Will not dispense detergent, Door latch failure, Not cleaning dishes properly. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,79.73,True,"{""mpn"": ""W10861000"", ""replace_parts"": [""AP5999391"", ""W10620296"", ""W10620298"", ""W10620299"", ""W10861000VP""], ""product_url"": ""https://www.partselect.com/PS11731570-Whirlpool-W10861000-Detergent-Dispenser.htm?SourceCode=18"", ""symptoms"": [""Will not dispense detergent"", ""Door latch failure"", ""Not cleaning dishes properly""]}",[],,0
PS11745488,Admiral Dishwasher Friction Sleeve,"Admiral Dishwasher Friction Sleeve. Fixes: Door latch failure, Door won’t close, Noisy. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,8.92,True,"{""mpn"": ""WP8268961"", ""replace_parts"": [""AP6012281"", ""8268961"", ""WP8268961VP""], ""product_url"": ""https://www.partselect.com/PS11745488-Whirlpool-WP8268961-Dishwasher-Friction-Sleeve.htm?SourceCode=18"", ""symptoms"": [""Door latch failure"", ""Door won\u2019t close"", ""Noisy""]}",[],,0
PS11759673,Admiral Dishwasher Filter,"Admiral Dishwasher Filter. Fixes: Not cleaning dishes properly, Not draining, Not drying dishes properly. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,46.01,True,"{""mpn"": ""W10872845"", ""replace_parts"": [""AP6030094"", ""8579307"", ""W10056425"", ""W10056426"", ""W10142911"", ""W10234631"", ""W10300746"", ""W10393351"", ""W10393352"", ""W10393354"", ""W10425171"", ""W10455262"", ""W10455263"", ""W10465373"", ""W10465374"", ""W10465375"", ""W10465377"", ""W10465378"", ""W10465379"", ""W10693534 ... Show more""], ""product_url"": ""https://www.partselect.com/PS11759673-Whirlpool-W10872845-Dishwasher-Filter.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Not draining"", ""Not drying dishes properly"", ""Leaking""]}",[],,0
PS17800196,Beko Dishwasher Atlantis Water Supply Tube Gr.,Beko Dishwasher Atlantis Water Supply Tube Gr.. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,23.95,False,"{""mpn"": ""1512590200"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17800196-Blomberg-1512590200-Atlantis-Water-Supply-Tube-Gr.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17800205,Beko Dishwasher Eu3 Top Basket Glass Foldable Part 7016,Beko Dishwasher Eu3 Top Basket Glass Foldable Part 7016. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,5.95,False,"{""mpn"": ""1512990100"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17800205-Blomberg-1512990100-Eu3-Top-Basket-Glass-Foldable-Part-7016.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17800223,Beko Dishwasher Eu3 Handle Back Part Inox,Beko Dishwasher Eu3 Handle Back Part Inox. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,5.95,True,"{""mpn"": ""1513280500"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17800223-Blomberg-1513280500-Eu3-Beko-Handle-Back-Part-Inox.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17800229,Beko Dishwasher Eu3 Upper Basket Group,Beko Dishwasher Eu3 Upper Basket Group. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,120.95,True,"{""mpn"": ""1513360035"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17800229-Blomberg-1513360035-Eu3-Upper-Basket-Group.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17800242,Beko Dishwasher Knife Holder,Beko Dishwasher Knife Holder. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,8.95,True,"{""mpn"": ""1513390200"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17800242-Blomberg-1513390200-Beko-Knife-Holder.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17800147,Blomberg Dishwasher Main Board,Blomberg Dishwasher Main Board. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,83.95,True,"{""mpn"": ""1510153380"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17800147-Blomberg-1510153380-Main-Board.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17800187,Blomberg Dishwasher Mese Card Holder Front Part,Blomberg Dishwasher Mese Card Holder Front Part. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,5.95,False,"{""mpn"": ""1512230200"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17800187-Blomberg-1512230200-Mese-Card-Holder-Front-Part.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17800192,Blomberg Dishwasher Atlantis Upper Spray Arm Feeding Hose Gr,Blomberg Dishwasher Atlantis Upper Spray Arm Feeding Hose Gr. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,6.77,True,"{""mpn"": ""1512280300"", ""replace_parts"": [""1512280100""], ""product_url"": ""https://www.partselect.com/PS17800192-Blomberg-1512280300-Atlantis-Upper-Spray-Arm-Feeding-Hose-Gr.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17800199,Blomberg Dishwasher Atlants Lower Spray Arm Group,Blomberg Dishwasher Atlants Lower Spray Arm Group. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,9.95,True,"{""mpn"": ""1512600200"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17800199-Blomberg-1512600200-Atlants-Lower-Spray-Arm-Group.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17800217,Blomberg Dishwasher Eu3 Upper Basket Handle Group,Blomberg Dishwasher Eu3 Upper Basket Handle Group. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,15.95,False,"{""mpn"": ""1513200400"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17800217-Blomberg-1513200400-Eu3-Upper-Basket-Handle-Group.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17800248,Blomberg Dishwasher Eu3 Wire Shelf Support-7016,Blomberg Dishwasher Eu3 Wire Shelf Support-7016. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,6.95,False,"{""mpn"": ""1513560100"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17800248-Blomberg-1513560100-Eu3-Wire-Shelf-Support-7016.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17800249,Blomberg Dishwasher Foldable Part Long,Blomberg Dishwasher Foldable Part Long. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,5.95,True,"{""mpn"": ""1513630100"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17800249-Blomberg-1513630100-Foldable-Part-Long.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17800306,Blomberg Dishwasher Beko 17 Card Holder Part,Blomberg Dishwasher Beko 17 Card Holder Part. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,8.95,True,"{""mpn"": ""1515070100"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17800306-Blomberg-1515070100-Beko-17-Card-Holder-Part.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17800307,Blomberg Dishwasher Full Inox Not Welding Outer Door 591mm,Blomberg Dishwasher Full Inox Not Welding Outer Door 591mm. Brand: Blomberg. For: Dishwasher,dishwasher,Blomberg,112.95,True,"{""mpn"": ""1515140400"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS17800307-Blomberg-1515140400-Full-Inox-Not-Welding-Outer-Door-591mm.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS8727387,Bosch Dishwasher Dishrack Roller - Grey,Bosch Dishwasher Dishrack Roller - Grey. Brand: Bosch. For: Dishwasher,dishwasher,Bosch,13.12,True,"{""mpn"": ""00611475"", ""replace_parts"": [""AP4339780"", ""611475""], ""product_url"": ""https://www.partselect.com/PS8727387-Bosch-00611475-Dishrack-Roller-Grey.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS16746057,Bosch Dishwasher Access Valve,"Bosch Dishwasher Access Valve. Fixes: Leaking, Will not fill with water, Will Not Start. Brand: Bosch. For: Dishwasher",dishwasher,Bosch,27.46,True,"{""mpn"": ""10023852"", ""replace_parts"": [""00628334"", ""628334""], ""product_url"": ""https://www.partselect.com/PS16746057-Bosch-10023852-Access-Valve.htm?SourceCode=18"", ""symptoms"": [""Leaking"", ""Will not fill with water"", ""Will Not Start"", ""Not draining"", ""Not cleaning dishes properly""]}",[],,0
PS18375870,Bosch Dishwasher Crockery Basket,Bosch Dishwasher Crockery Basket. Brand: Bosch. For: Dishwasher,dishwasher,Bosch,126.67,False,"{""mpn"": ""20007189"", ""replace_parts"": [""00689429"", ""00689997"", ""00770024"", ""00770085"", ""00770689"", ""00770730"", ""00775301"", ""00775315"", ""00775824"", ""00775825"", ""00775826"", ""00775827"", ""00779032"", ""20000049"", ""20000532"", ""20000533"", ""20004340"", ""689429"", ""689997"", ""770024 ... Show more""], ""product_url"": ""https://www.partselect.com/PS18375870-Bosch-20007189-CROCKERY-BASKET.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS8729301,Bosch Dishwasher Handlecap Shaped,Bosch Dishwasher Handlecap Shaped. Fixes: Door latch failure. Brand: Bosch. For: Dishwasher,dishwasher,Bosch,10.12,False,"{""mpn"": ""00628998"", ""replace_parts"": [""AP5690748"", ""628998""], ""product_url"": ""https://www.partselect.com/PS8729301-Bosch-00628998-Dishwasher-Handlecap-Shaped.htm?SourceCode=18"", ""symptoms"": [""Door latch failure""]}",[],,0
PS18010470,Bosch Dishwasher Upper Rack Roller,Bosch Dishwasher Upper Rack Roller. Brand: Bosch. For: Dishwasher,dishwasher,Bosch,12.0,True,"{""mpn"": ""10032849"", ""replace_parts"": [""00165313"", ""00611666"", ""165313"", ""611666""], ""product_url"": ""https://www.partselect.com/PS18010470-Bosch-10032849-Upper-Rack-Roller.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS11724988,Bosch Dishwasher Circulation Pump With Heater,"Bosch Dishwasher Circulation Pump With Heater. Fixes: Not drying dishes properly, Not cleaning dishes properly, Noisy. Brand: Bosch. For: Dishwasher",dishwasher,Bosch,123.62,True,"{""mpn"": ""12008381"", ""replace_parts"": [""Removed the dishwasher from the cabinet"", ""laid it on its side"", ""removed the old pump/heater"", ""installed the new and reinstalled the dishwasher. What made this a little more difficult is my dishwasher has a bottom to it that would be very difficult to remove"", ""access to the pump is from the side! I have large hands"", ""not much room to work!""], ""product_url"": ""https://www.partselect.com/PS11724988-Bosch-12008381-Dishwasher-Circulation-Pump-with-Heater.htm?SourceCode=18"", ""symptoms"": [""Not drying dishes properly"", ""Not cleaning dishes properly"", ""Noisy"", ""Leaking"", ""Will Not Start"", ""Not draining""]}",[],,0
PS11704799,Bosch Dishwasher Pump-drain,"Bosch Dishwasher Pump-drain. Fixes: Not draining, Noisy, Will Not Start. Brand: Bosch. For: Dishwasher",dishwasher,Bosch,41.39,True,"{""mpn"": ""00631200"", ""replace_parts"": [""AP5972147"", ""631200""], ""product_url"": ""https://www.partselect.com/PS11704799-Bosch-00631200-PUMP-DRAIN.htm?SourceCode=18"", ""symptoms"": [""Not draining"", ""Noisy"", ""Will Not Start""]}",[],,0
PS8727471,Bosch Dishwasher Adjustable Tine Row Clip,Bosch Dishwasher Adjustable Tine Row Clip. Brand: Bosch. For: Dishwasher,dishwasher,Bosch,6.96,True,"{""mpn"": ""00611981"", ""replace_parts"": [""AP4397877""], ""product_url"": ""https://www.partselect.com/PS8727471-Bosch-00611981-Adjustable-Tine-Row-Clip.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS8737036,Bosch Dishwasher Spray Arm,"Bosch Dishwasher Spray Arm. Fixes: Not cleaning dishes properly, Door won’t close. Brand: Bosch. For: Dishwasher",dishwasher,Bosch,28.55,True,"{""mpn"": ""00745856"", ""replace_parts"": [""AP5691325"", ""745856""], ""product_url"": ""https://www.partselect.com/PS8737036-Bosch-00745856-Dishwasher-Spray-Arm.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Door won\u2019t close""]}",[],,0
PS8730270,Bosch Dishwasher Filter-micro,"Bosch Dishwasher Filter-micro. Fixes: Not cleaning dishes properly, Not draining. Brand: Bosch. For: Dishwasher",dishwasher,Bosch,39.27,True,"{""mpn"": ""00645038"", ""replace_parts"": [""AP4339631"", ""00651097"", ""645038"", ""651097""], ""product_url"": ""https://www.partselect.com/PS8730270-Bosch-00645038-FILTER-MICRO.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Not draining""]}",[],,0
PS11751238,Caloric Dishwasher Faucet Adapter,"Caloric Dishwasher Faucet Adapter. Fixes: Leaking, Will not fill with water. Brand: Whirlpool. For: Dishwasher
Washer",dishwasher,Whirlpool,48.12,True,"{""mpn"": ""WPW10254672"", ""replace_parts"": [""AP6017937"", ""0803149"", ""0803391"", ""110552"", ""115356"", ""14205693"", ""20057331"", ""20082085"", ""20082444"", ""20084016"", ""20103199"", ""21014"", ""300446"", ""326039784"", ""3374592"", ""39898-1"", ""40006-1"", ""40420-1"", ""4107541"", ""4160080 ... Show more""], ""product_url"": ""https://www.partselect.com/PS11751238-Whirlpool-WPW10254672-Dishwasher-Faucet-Adapter.htm?SourceCode=18"", ""symptoms"": [""Leaking"", ""Will not fill with water""]}",[],,0
PS11740613,Caloric Dishwasher Hose Clamp,"Caloric Dishwasher Hose Clamp. Fixes: Leaking, Will not drain. Brand: Whirlpool. For: Washer
Dishwasher
Washer Dryer Combo
Refrigerator
Range Hood
Air Conditioner
Heater
Ice Maker
Furnace
Dryer
Food Waste Disposer
Polisher Buffer
Microwave",refrigerator,Whirlpool,9.92,True,"{""mpn"": ""WP285655"", ""replace_parts"": [""AP6007497"", ""01500081"", ""01500148"", ""01500206"", ""01500208"", ""01500214"", ""0808186"", ""113200354"", ""113200366"", ""14001075"", ""14001076"", ""14219080"", ""14220070"", ""14224489"", ""17225"", ""2-0461"", ""2-0908"", ""2-0909"", ""2-1011"", ""2-10597 ... Show more""], ""product_url"": ""https://www.partselect.com/PS11740613-Whirlpool-WP285655-Hose-Clamp.htm?SourceCode=18"", ""symptoms"": [""Leaking"", ""Will not drain""]}",[],,0
PS11728058,Caloric Dishwasher Heat Resistant Adhesive,"Caloric Dishwasher Heat Resistant Adhesive. Fixes: Leaking. Brand: Whirlpool. For: Microwave
Washer
Dishwasher
Range
Washer Dryer Combo
Microwave Oven Combo
Cooktop
Furnace",dishwasher,Whirlpool,17.9,True,"{""mpn"": ""W10841140"", ""replace_parts"": [""AP5988848"", ""0055200"", ""05080015"", ""05600006"", ""07020012"", ""07020028"", ""0807509"", ""14212552"", ""14213557"", ""1430323"", ""17001001"", ""17199-3"", ""307576"", ""3147868"", ""33-1205"", ""350499"", ""56685-2"", ""58700"", ""618287"", ""618970 ... Show more""], ""product_url"": ""https://www.partselect.com/PS11728058-Whirlpool-W10841140-Heat-Resistant-Adhesive.htm?SourceCode=18"", ""symptoms"": [""Leaking""]}",[],,0
PS11746842,Caloric Dishwasher Coupler Gasket,Caloric Dishwasher Coupler Gasket. Fixes: Leaking. Brand: Whirlpool. For: Dishwasher,dishwasher,Whirlpool,10.92,True,"{""mpn"": ""WP910218"", ""replace_parts"": [""AP6013615"", ""0806584"", ""14207249"", ""40541-1"", ""7-57370"", ""757370"", ""80-6584"", ""806584"", ""9-10218"", ""910218"", ""Y0806584"", ""Y757370""], ""product_url"": ""https://www.partselect.com/PS11746842-Whirlpool-WP910218-Dishwasher-Coupler-Gasket.htm?SourceCode=18"", ""symptoms"": [""Leaking""]}",[],,0
PS11743796,Caloric Dishwasher Clamp,"Caloric Dishwasher Clamp. Fixes: Leaking. Brand: Whirlpool. For: Washer
Dishwasher
Washer Dryer Combo
Dryer",dishwasher,Whirlpool,9.92,True,"{""mpn"": ""WP696392"", ""replace_parts"": [""14202480"", ""14202568"", ""2-0753"", ""200753"", ""22002053"", ""2235-0001"", ""2235-0002"", ""2235-0006"", ""2235-0007"", ""2235-0008"", ""23001025"", ""23001258"", ""24001353"", ""251971304015"", ""696392"", ""7-93043"", ""7-93045"", ""793043"", ""8181734"", ""8540008 ... Show more""], ""product_url"": ""https://www.partselect.com/PS11743796-Whirlpool-WP696392-Clamp.htm?SourceCode=18"", ""symptoms"": [""Leaking""]}",[],,0
PS1660806,Caloric Dishwasher Faucet Adapter Washer,Caloric Dishwasher Faucet Adapter Washer. Fixes: Leaking. Brand: Whirlpool. For: Dishwasher,dishwasher,Whirlpool,38.84,False,"{""mpn"": ""910209"", ""replace_parts"": [""AP4111027"", ""1978"", ""0803393"", ""40385-1"", ""7-57215"", ""757215"", ""8-3393"", ""80-3393"", ""803393"", ""9-10209"", ""910209"", ""Y0803393"", ""Y757215""], ""product_url"": ""https://www.partselect.com/PS1660806-Whirlpool-910209-Faucet-Adapter-Washer.htm?SourceCode=18"", ""symptoms"": [""Leaking""]}",[],,0
PS451216,Caloric Dishwasher Float Assembly,Caloric Dishwasher Float Assembly. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,33.85,False,"{""mpn"": ""5300804630"", ""replace_parts"": [""AP2557587"", ""611003"", ""14207865"", ""3014636"", ""40178"", ""40178-1"", ""8-4630"", ""80-4630"", ""804630"", ""G148437"", ""K1082849""], ""product_url"": ""https://www.partselect.com/PS451216-Frigidaire-5300804630-Float-Assembly.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS452165,Caloric Dishwasher Impeller,Caloric Dishwasher Impeller. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,38.84,False,"{""mpn"": ""5300809005"", ""replace_parts"": [""AP2591530"", ""612469"", ""0804476"", ""3018103"", ""40205-1"", ""5300804476"", ""5300807075"", ""5303018103"", ""8-4476"", ""8-7075"", ""80-4476"", ""80-7075"", ""804476"", ""807075"", ""809005"", ""932161""], ""product_url"": ""https://www.partselect.com/PS452165-Frigidaire-5300809005-IMPELLER.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS452168,Caloric Dishwasher Gasket,Caloric Dishwasher Gasket. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,10.92,False,"{""mpn"": ""5300809008"", ""replace_parts"": [""AP2135425"", ""265"", ""0809008"", ""3018108"", ""40837-1"", ""5300807710"", ""8-7710"", ""8-9008"", ""80-7710"", ""807710"", ""809008"", ""93236-2"", ""932362""], ""product_url"": ""https://www.partselect.com/PS452168-Frigidaire-5300809008-GASKET.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS452243,Caloric Dishwasher Seal,Caloric Dishwasher Seal. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,59.78,False,"{""mpn"": ""5300809116"", ""replace_parts"": [""AP2135462"", ""3063"", ""3018107"", ""5303018107"", ""8-9116"", ""809116"", ""92961-3""], ""product_url"": ""https://www.partselect.com/PS452243-Frigidaire-5300809116-Seal.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS12585623,Crosley Dishwasher Lower Spray Arm,"Crosley Dishwasher Lower Spray Arm. Fixes: Not cleaning dishes properly, Leaking, Noisy. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,40.84,True,"{""mpn"": ""5304517203"", ""replace_parts"": [""154250801"", ""154250901"", ""154281101"", ""154414101"", ""154414102"", ""154568001"", ""154568002"", ""5304506526""], ""product_url"": ""https://www.partselect.com/PS12585623-Frigidaire-5304517203-Lower-Spray-Arm.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Leaking"", ""Noisy"", ""Not draining"", ""Not drying dishes properly"", ""Will Not Start"", ""Will not fill with water"", ""Will not dispense detergent"", ""Door latch failure""]}",[],,0
PS9495545,Crosley Dishwasher Bottom Door Gasket,"Crosley Dishwasher Bottom Door Gasket. Fixes: Leaking, Not cleaning dishes properly, Door won’t close. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,37.84,True,"{""mpn"": ""809006501"", ""replace_parts"": [""AP5809675"", ""154297601"", ""154297602"", ""154297603"", ""154576501"", ""154588201"", ""154759101""], ""product_url"": ""https://www.partselect.com/PS9495545-Frigidaire-809006501-Dishwasher-Bottom-Door-Gasket.htm?SourceCode=18"", ""symptoms"": [""Leaking"", ""Not cleaning dishes properly"", ""Door won\u2019t close"", ""Door latch failure""]}",[],,0
PS8260227,Crosley Dishwasher Tub Gasket - Gray,"Crosley Dishwasher Tub Gasket - Gray. Fixes: Leaking, Door won’t close, Not cleaning dishes properly. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,16.79,True,"{""mpn"": ""154827601"", ""replace_parts"": [""AP5690109"", ""2705419"", ""154827601"", ""154211801"", ""154219501"", ""154561001"", ""154561002"", ""154782401"", ""154845301""], ""product_url"": ""https://www.partselect.com/PS8260227-Frigidaire-154827601-Dishwasher-Tub-Gasket-Gray.htm?SourceCode=18"", ""symptoms"": [""Leaking"", ""Door won\u2019t close"", ""Not cleaning dishes properly"", ""Door latch failure""]}",[],,0
PS17219658,Crosley Dishwasher Lower Rack Assembly (grey),Crosley Dishwasher Lower Rack Assembly (grey). Fixes: Not cleaning dishes properly. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,89.01,True,"{""mpn"": ""5304535379"", ""replace_parts"": [""154331605"", ""154331606"", ""154336009"", ""154336020"", ""5304491809"", ""5304517200"", ""5304535335""], ""product_url"": ""https://www.partselect.com/PS17219658-Frigidaire-5304535379-Lower-Rack-Assembly-Grey.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly""]}",[],,0
PS16218716,Crosley Dishwasher Latch,"Crosley Dishwasher Latch. Fixes: Door latch failure, Will Not Start, Door won’t close. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,46.82,True,"{""mpn"": ""5304525218"", ""replace_parts"": [""154543901"", ""154722401"", ""154758101"", ""5304516818"", ""5304527418""], ""product_url"": ""https://www.partselect.com/PS16218716-Frigidaire-5304525218-Latch.htm?SourceCode=18"", ""symptoms"": [""Door latch failure"", ""Will Not Start"", ""Door won\u2019t close"", ""Leaking""]}",[],,0
PS11703834,Crosley Dishwasher Door Bottom Seal,Crosley Dishwasher Door Bottom Seal. Fixes: Leaking. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,9.36,True,"{""mpn"": ""5304500204"", ""replace_parts"": [""AP5962194""], ""product_url"": ""https://www.partselect.com/PS11703834-Frigidaire-5304500204-Dishwasher-Door-Bottom-Seal.htm?SourceCode=18"", ""symptoms"": [""Leaking""]}",[],,0
PS16745479,Crosley Dishwasher Wheel & Bushing Assembly,"Crosley Dishwasher Wheel & Bushing Assembly. Fixes: Not cleaning dishes properly, Noisy. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,10.92,True,"{""mpn"": ""5304532229"", ""replace_parts"": [""154174501"", ""154174502"", ""154174503"", ""154294801"", ""3202777"", ""5300809640"", ""5304521179"", ""809640""], ""product_url"": ""https://www.partselect.com/PS16745479-Frigidaire-5304532229-Wheel-Bushing-Assembly.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Noisy""]}",[],,0
PS16626666,"Dacor Dishwasher Svc-seal Bottom Door;72318 ""dw 30"" Ed3","Dacor Dishwasher Svc-seal Bottom Door;72318 ""dw 30"" Ed3. Brand: Samsung. For: Dishwasher",dishwasher,Samsung,94.89,False,"{""mpn"": ""DD81-03464A"", ""replace_parts"": [""72318""], ""product_url"": ""https://www.partselect.com/PS16626666-Samsung-DD81-03464A-SVC-SEAL-BOTTOM-DOOR-72318-DW-30-ED3.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS16626635,Dacor Dishwasher Detergent Dispenser,Dacor Dishwasher Detergent Dispenser. Brand: Samsung. For: Dishwasher,dishwasher,Samsung,145.56,False,"{""mpn"": ""DD81-03417A"", ""replace_parts"": [""72041""], ""product_url"": ""https://www.partselect.com/PS16626635-Samsung-DD81-03417A-Detergent-Dispenser.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS16626882,Dacor Dishwasher Control Unit,Dacor Dishwasher Control Unit. Brand: Samsung. For: Dishwasher,dishwasher,Samsung,323.74,True,"{""mpn"": ""DD81-03812A"", ""replace_parts"": [""105835""], ""product_url"": ""https://www.partselect.com/PS16626882-Samsung-DD81-03812A-Control-Unit.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS16627973,Dacor Dishwasher Svc-end Cap Door Handle Ch;100390ch Dr30,"Dacor Dishwasher Svc-end Cap Door Handle Ch;100390ch Dr30. Brand: Samsung. For: Grill
Range",dishwasher,Samsung,120.39,True,"{""mpn"": ""DE81-03339A"", ""replace_parts"": [""100390CH""], ""product_url"": ""https://www.partselect.com/PS16627973-Samsung-DE81-03339A-SVC-END-CAP-DOOR-HANDLE-CH-100390CH-DR30.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS16627049,Dacor Dishwasher Top Sprayer Assembly,Dacor Dishwasher Top Sprayer Assembly. Brand: Samsung. For: Dishwasher,dishwasher,Samsung,48.81,True,"{""mpn"": ""DD82-01924A"", ""replace_parts"": [""72555""], ""product_url"": ""https://www.partselect.com/PS16627049-Samsung-DD82-01924A-Top-Sprayer-Assembly.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS16626732,Dacor Dishwasher Svc-asy Lower Roller;92285 Dw Ed24sch,Dacor Dishwasher Svc-asy Lower Roller;92285 Dw Ed24sch. Brand: Samsung. For: Dishwasher,dishwasher,Samsung,43.83,True,"{""mpn"": ""DD81-03566A"", ""replace_parts"": [""92285""], ""product_url"": ""https://www.partselect.com/PS16626732-Samsung-DD81-03566A-SVC-ASY-LOWER-ROLLER-92285-DW-ED24SCH.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS16626873,Dacor Dishwasher Outlet Service,Dacor Dishwasher Outlet Service. Brand: Samsung. For: Dishwasher,dishwasher,Samsung,103.61,False,"{""mpn"": ""DD81-03795A"", ""replace_parts"": [""105821""], ""product_url"": ""https://www.partselect.com/PS16626873-Samsung-DD81-03795A-Outlet-Service.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS16631683,Dacor Dishwasher Svc-bushing 3 8 Hole;83523 Dop36m86dam,"Dacor Dishwasher Svc-bushing 3 8 Hole;83523 Dop36m86dam. Brand: Samsung. For: Dishwasher
Microwave Oven Combo
Range
Warming Drawer",dishwasher,Samsung,6.52,True,"{""mpn"": ""DE81-08517A"", ""replace_parts"": [""83523""], ""product_url"": ""https://www.partselect.com/PS16631683-Samsung-DE81-08517A-SVC-BUSHING-3-8-HOLE-83523-DOP36M86DAM.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17504715,Dacor Dishwasher Svc Nut Lower Washarm Fittin,Dacor Dishwasher Svc Nut Lower Washarm Fittin. Brand: Samsung. For: Dishwasher,dishwasher,Samsung,5.4,False,"{""mpn"": ""DD81-03502A"", ""replace_parts"": [""72076""], ""product_url"": ""https://www.partselect.com/PS17504715-Samsung-DD81-03502A-SVC-NUT-LOWER-WASHARM-FITTIN.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17504836,Dacor Dishwasher Svc Inlet Syphon Break,Dacor Dishwasher Svc Inlet Syphon Break. Brand: Samsung. For: Dishwasher,dishwasher,Samsung,5.4,False,"{""mpn"": ""DD81-03839A"", ""replace_parts"": [""101421""], ""product_url"": ""https://www.partselect.com/PS17504836-Samsung-DD81-03839A-SVC-INLET-SYPHON-BREAK.htm?SourceCode=18"", ""symptoms"": []}",[],,0
